"id","name","alternative_name","country_name","is_active"
2859,"Industri Pesawat Terbang Nusantara","\N","Indonesia","N"
2860,"Industrias Titan","\N","Spain","N"
2861,"Infinit Air","\N","Spain","N"
2862,"Inflite The Jet Centre","\N","United Kingdom","N"
2863,"Innotech Aviation","\N","Canada","N"
2864,"Insel Air International","\N","Netherlands Antilles","N"
2865,"Instituto Cartografico de Cataluna","\N","Spain","N"
2866,"Intair","\N","Canada","N"
2867,"Intal Avia","\N","Kyrgyzstan","N"
2868,"Intavia Limited","\N","United Kingdom","N"
2869,"InteliJet Airways","\N","Colombia","N"
2870,"Intensive Air","\N","South Africa","N"
2871,"Inter Air","\N","Bulgaria","N"
2872,"Inter Express","\N","Turkey","N"
2873,"Inter Islands Airlines","\N","Cape Verde","N"
2874,"Inter RCA","\N","Central African Republic","N"
2875,"Inter Tropic Airlines","\N","Sierra Leone","N"
2876,"Inter-Air","\N","United States","N"
2877,"Inter-Canadian","\N","Canada","N"
2878,"Inter-Island Air","\N","United States","N"
2879,"Inter-Mountain Airways","\N","United States","N"
2880,"Inter-State Aviation","\N","United States","N"
2881,"Interair South Africa","\N","South Africa","Y"
2882,"Interaire","\N","Mexico","N"
2883,"Interavia Airlines","\N","Russia","Y"
2884,"Interaviatrans","\N","Ukraine","N"
2885,"Intercontinental de Aviaci","\N","Colombia","N"
2886,"Intercopters","\N","Spain","N"
2887,"Interflight","\N","United Kingdom","N"
2888,"Interflight (Learjet)","\N","United Kingdom","N"
2889,"Interfly","\N","Italy","N"
2890,"Interfreight Forwarding","\N","Sudan","N"
2891,"Interguide Air","\N","Nigeria","N"
2892,"Interisland Airlines","\N","Philippines","N"
2893,"Interisland Airways Limited","\N","Turks and Caicos Islands","N"
2894,"Interjet","\N","Italy","N"
2895,"Interjet Helicopters","\N","Greece","N"
2896,"Interlink Airlines","\N","South Africa","Y"
2897,"International Air Cargo Corporation","\N","Egypt","N"
2898,"International Air Corporation","\N","United States","N"
2899,"International Air Service","\N","United States","N"
2900,"International Air Services","\N","Liberia","N"
2901,"International Business Air","\N","Sweden","N"
2902,"International Business Aircraft","\N","United States","N"
2903,"International Charter Services","\N","Mexico","N"
2904,"International Charter Xpress","\N","United States","N"
2905,"International Committee of the Red Cross","\N","Switzerland","N"
2906,"International Company for Transport","\N","ALDAWLYH AIR","N"
2907,"International Flight Training Academy","\N","United States","N"
2908,"International Jet Aviation Services","\N","United States","N"
2909,"International Jet Charter","\N","United States","N"
2910,"International SOS WIndhoek","\N","Namibia","N"
2911,"International Sabilisation Assistance Force","\N","United Kingdom","N"
2912,"International Security Assistance Force","\N","Canada","N"
2913,"International Trans-Air","\N","Nigeria","N"
2914,"Interport Corporation","\N","United States","N"
2915,"Intersky","\N","Bulgaria","N"
2916,"Intersky","\N","Austria","Y"
2917,"Interstate Airline","\N","Netherlands","N"
2918,"Intervuelos","\N","Mexico","N"
2919,"Inversija","\N","Latvia","N"
2920,"Iona National Airways","\N","Ireland","N"
2921,"Iowa Airways","\N","United States","N"
2922,"Iran Air","\N","Iran","Y"
2923,"Iran Aseman Airlines","\N","Iran","Y"
2924,"Iranair Tours","\N","Iran","N"
2925,"Naft Air Lines","\N","Iran","N"
2926,"Iraqi Airways","\N","Iraq","Y"
2927,"Irbis Air","\N","Kazakhstan","N"
2928,"Irish Air Corps","\N","Ireland","N"
2929,"Irish Air Transport","\N","Ireland","N"
2930,"Irish Aviation Authority","\N","Ireland","N"
2931,"Irtysh Airlines","\N","Uzbekistan","N"
2932,"Irving Oil","\N","Canada","N"
2933,"Irving Oil Transport","\N","Canada","N"
2934,"Island Air","\N","Mexico","N"
2935,"Island Air Charters","\N","United States","N"
2936,"Island Air Express","\N","United States","N"
2937,"Island Airlines","\N","United States","Y"
2938,"Island Aviation","\N","Philippines","N"
2939,"Island Aviation Services","\N","Maldives","N"
2940,"Island Aviation and Travel","\N","United Kingdom","N"
2941,"Island Express","\N","United States","N"
2942,"Cargo Plus Aviation","\N","United Arab Emirates","Y"
2943,"Island Helicopters","\N","United States","N"
2944,"Island Link","\N","Japan","N"
2945,"Islandair Jersey","\N","United Kingdom","N"
2946,"Islands Nationair","\N","Papua New Guinea","N"
2947,"Icebird Airline","\N","Iceland","N"
2948,"Islas Airways","\N","Spain","Y"
2949,"Isle Grande Flying School","\N","United States","N"
2950,"Islena De Inversiones","\N","Honduras","Y"
2951,"Isles of Scilly Skybus","\N","United Kingdom","N"
2952,"Israel Aircraft Industries","\N","Israel","N"
2953,"Israeli Air Force","\N","Israel","N"
2954,"Israir","\N","Israel","Y"
2955,"Istanbul Airlines","\N","Turkey","N"
2956,"Itali Airlines","\N","Italy","N"
2957,"Italy First","\N","Italy","N"
2958,"Itek Air","\N","Kyrgyzstan","Y"
2959,"Ivoire Aero Services","\N","Ivory Coast","N"
2960,"Ivoire Airways","\N","Ivory Coast","N"
2961,"Ivoire Jet Express","\N","Ivory Coast","N"
2962,"Iwamoto Crane Co Ltd","\N","Japan","N"
2963,"Ixair","\N","France","N"
2964,"Izair","\N","Turkey","N"
2965,"Izhavia","\N","Russia","N"
2966,"J C Bamford (Excavators)","\N","United Kingdom","N"
2967,"J P Hunt Air Carriers","\N","United States","N"
2968,"J-Air","\N","Japan","N"
2969,"JAL Express","\N","Japan","Y"
2970,"JALways","\N","Japan","Y"
2971,"JDAviation","\N","United Kingdom","N"
2972,"JDP Lux","\N","Luxembourg","N"
2973,"JHM Cargo Expreso","\N","Costa Rica","N"
2974,"JM Family Aviation","\N","United States","N"
2975,"JMC Airlines","\N","United Kingdom","N"
2976,"JSC Transport Automated Information Systems","\N","Russia","N"
2978,"JS Aviation","\N","Mexico","N"
2979,"Jackson Air Services","\N","Canada","N"
2980,"Jade Cargo International","\N","China","N"
2981,"Jamahiriya Airways","\N","Libya","N"
2982,"Jambo Africa Airlines","\N","Democratic Republic of Congo","N"
2983,"Jana-Arka","\N","Kazakhstan","N"
2984,"Janair","\N","United States","N"
2985,"Japan Air Commuter","\N","Japan","N"
2986,"Japan Aircraft Service","\N","Japan","N"
2987,"Japan Airlines","JAL Japan Airlines","Japan","Y"
2988,"Japan Airlines Domestic","\N","Japan","Y"
2989,"Japan Asia Airways","\N","Japan","Y"
2990,"Japan Transocean Air","\N","Japan","Y"
2991,"Jat Airways","\N","Serbia","N"
2992,"Jatayu Airlines","\N","Indonesia","N"
2993,"Jazeera Airways","\N","Kuwait","Y"
2994,"Jeju Air","\N","Republic of Korea","Y"
2995,"Jenney Beechcraft","\N","United States","N"
2996,"Jeppesen Data Plan","\N","United States","N"
2997,"Jeppesen UK","\N","United Kingdom","N"
2998,"Jet Air","\N","Poland","N"
2999,"Jet Air Group","\N","Russia","N"
3000,"Jet Airways","\N","India","Y"
3001,"Jet Airways","\N","United States","Y"
3002,"Jet Aspen Air Lines","\N","United States","N"
3003,"Jet Aviation","\N","Switzerland","N"
3004,"Jet Aviation Business Jets","\N","United States","N"
3005,"Jet Center Flight Training","\N","Spain","N"
3006,"Jet Charter","\N","United States","N"
3007,"Jetclub","\N","Switzerland","N"
3008,"Jet Connection","\N","Germany","N"
3009,"Jet Courier Service","\N","United States","N"
3010,"Jet East International","\N","United States","N"
3011,"Jet Executive International Charter","\N","Germany","N"
3012,"Jet Fighter Flights","\N","Australia","N"
3013,"Jet Freighters","\N","United States","N"
3014,"Jet G&D Aviation","\N","Israel","N"
3015,"Jet Line International","\N","Moldova","N"
3016,"Jet Link","\N","Israel","N"
3017,"Jet Link Aviation","\N","United States","N"
3018,"Jet Norte","\N","Mexico","N"
3019,"Jet Rent","\N","Mexico","N"
3020,"Jet Service","\N","Poland","N"
3021,"Jetstar Asia Airways","\N","Singapore","Y"
3022,"Jet Stream","\N","Moldova","N"
3023,"Jet Trans Aviation","\N","Ghana","N"
3024,"Jet-2000","\N","Russia","N"
3025,"Jet-Ops","\N","United Arab Emirates","N"
3026,"Jet2.com","\N","United Kingdom","Y"
3027,"Jet4You",NULL,"Morocco","Y"
3028,"JetAfrica Swaziland","\N","Swaziland","N"
3029,"JetBlue Airways","\N","United States","Y"
3030,"JetConnect","\N","New Zealand","N"
3031,"JetMagic","\N","Ireland","N"
3032,"Jetairfly","\N","Belgium","Y"
3033,"Jetall Holdings","\N","Canada","N"
3034,"Jetalliance","\N","Austria","N"
3035,"Jetclub","\N","Switzerland","N"
3036,"Jetcorp","\N","United States","N"
3037,"Jetcraft Aviation","\N","Australia","N"
3038,"Jetex Aviation","\N","Lebanon","N"
3039,"Jetflite","\N","Finland","Y"
3040,"Jetfly Airlines","\N","Austria","N"
3041,"Jetgo International","\N","Thailand","N"
3042,"Jetlink Express","\N","Kenya","N"
3043,"Jetlink Holland","\N","Netherlands","N"
3044,"Jetnova de Aviacion Ejecutiva","\N","Spain","N"
3045,"Jetpro","\N","Mexico","N"
3046,"Jetran Air","\N","Romania","N"
3047,"Jetrider International","\N","United Kingdom","N"
3048,"Jets Ejecutivos","\N","Mexico","N"
3049,"Jets Personales","\N","Spain","N"
3050,"Jets Y Servicios Ejecutivos","\N","Mexico","N"
3051,"JetsGo","\N","Canada","N"
3052,"Jetstar Airways","\N","Australia","Y"
3053,"Jetstream Air","\N","Hungary","N"
3054,"Jetstream Executive Travel","\N","United Kingdom","N"
3055,"Jett Paqueteria","\N","Mexico","N"
3056,"Jett8 Airlines Cargo","\N","Singapore","N"
3057,"Jettime","\N","Denmark","N"
3058,"Jettrain Corporation","\N","United States","N"
3059,"Jetways of Iowa","\N","United States","N"
3060,"Jetx Airlines","\N","Iceland","N"
3061,"Jibair","\N","Djibouti","N"
3062,"Jigsaw Project","\N","United Kingdom","N"
3063,"Jim Hankins Air Service","\N","United States","N"
3064,"Jim Ratliff Air Service","\N","United States","N"
3065,"Joanas Avialinijos","\N","Lithuania","N"
3066,"Job Air","\N","Czech Republic","N"
3067,"Johnson Air","\N","United States","N"
3068,"Johnsons Air","\N","Ghana","N"
3069,"Johnston Airways","\N","United States","N"
3070,"Joint Military Commission","\N","Sudan","N"
3071,"Jomartaxi Aereo","\N","Mexico","N"
3072,"Jonsson","\N","ODINN","N"
3073,"Jordan Aviation","\N","Jordan","N"
3074,"Jordan International Air Cargo","\N","Jordan","N"
3075,"Jorvik","\N","Iceland","N"
3076,"Ju-Air","\N","Switzerland","N"
3077,"Juanda Flying School","\N","Indonesia","N"
3078,"Juba Cargo Services & Aviation Company","\N","Sudan","N"
3079,"Jubba Airways","\N","Somali Republic","N"
3080,"Jubilee Airways","\N","United Kingdom","N"
3081,"Juneyao Airlines","\N","China","Y"
3082,"Justair Scandinavia","\N","Sweden","N"
3083,"Justice Prisoner and Alien Transportation System","\N","United States","N"
3084,"K D Air Corporation","\N","Canada","N"
3085,"K S Avia","\N","Latvia","N"
3086,"K-Mile Air","\N","Thailand","N"
3087,"KD Avia","\N","Russia","Y"
3088,"KLM Cityhopper","\N","Netherlands","Y"
3089,"KLM Helicopter","\N","Netherlands","N"
3090,"KLM Royal Dutch Airlines","\N","Netherlands","Y"
3091,"Kabo Air","\N","Nigeria","N"
3092,"Kahama Mining Corporation","\N","Tanzania","N"
3093,"Kaiser Air","\N","United States","N"
3094,"Kalitta Air","\N","United States","N"
3095,"Kalitta Charters","\N","United States","N"
3096,"Kallat El Saker Air Company","\N","Libya","N"
3097,"Kam Air","\N","Afghanistan","Y"
3098,"Kampuchea Airlines","\N","Cambodia","N"
3099,"Kanaf-Arkia Airlines","\N","Israel","N"
3100,"Kanfey Ha'emek Aviation","\N","Israel","N"
3101,"Kansas State University","\N","United States","N"
3102,"Karat","\N","Russia","N"
3103,"Karibu Airways Company","\N","Tanzania","N"
3104,"Karlog Air Charter","\N","Denmark","N"
3105,"Karthago Airlines","\N","Tunisia","N"
3106,"Kartika Airlines","\N","Indonesia","N"
3107,"Kata Transportation","\N","Sudan","N"
3108,"Katekavia","\N","Russia","N"
3109,"Kato Airline","\N","Norway","N"
3110,"Kavminvodyavia","\N","Russia","Y"
3111,"Kavouras Inc","\N","United States","N"
3112,"Kaz Agros Avia","\N","Kazakhstan","N"
3113,"Kaz Air West","\N","Kazakhstan","N"
3114,"Kazan Aviation Production Association","\N","Russia","N"
3115,"Kazan Helicopters","\N","Russia","N"
3116,"Kazavia","\N","Kazakhstan","N"
3117,"Kazaviaspas","\N","Kazakhstan","N"
3118,"Keenair Charter -","\N","United Kingdom","N"
3119,"Kelix Air","\N","Nigeria","N"
3120,"Kelner Airways","\N","Canada","N"
3121,"Kelowna Flightcraft Air Charter","\N","Canada","N"
3122,"Kendell Airlines","\N","Australia","Y"
3123,"Kenmore Air","\N","United States","Y"
3124,"Kenn Borek Air","\N","Canada","N"
3125,"Kent Aviation","\N","Canada","N"
3126,"Kenya Airways","\N","Kenya","Y"
3127,"Kevis","\N","Kazakhstan","N"
3128,"Key Airlines","\N","United States","N"
3129,"Key Lime Air","\N","United States","N"
3130,"Keystone Aerial Surveys","\N","United States","N"
3131,"Keystone Air Services","\N","Canada","N"
3132,"Khalifa Airways","\N","Algeria","N"
3133,"Kharkov Aircraft Manufacturing Company","\N","Ukraine","N"
3134,"Khazar","\N","Turkmenistan","N"
3135,"Khoezestan Photros Air Lines","\N","Iran","N"
3136,"Khoriv-Avia","\N","Ukraine","N"
3137,"Khors Aircompany","\N","Ukraine","N"
3138,"Khyber Afghan Airlines","\N","Afghanistan","N"
3139,"Kiev Aviation Plant","\N","Ukraine","N"
3140,"King Aviation","\N","United Kingdom","N"
3141,"Kingfisher Air Services","\N","United States","N"
3142,"Kingfisher Airlines","\N","India","Y"
3143,"Knighthawk Air Express","\N","Canada","N"
3144,"Kingston Air Services","\N","Canada","N"
3145,"Kinnarps","\N","Sweden","N"
3146,"Kinshasa Airways","\N","Democratic Republic of the Congo","N"
3147,"Kirov Air Enterprise","\N","Russia","N"
3148,"Kish Air","\N","Iran","Y"
3149,"Kitty Hawk Aircargo","\N","United States","N"
3150,"Kitty Hawk Airways","\N","United States","N"
3151,"Kiwi International Air Lines","\N","United States","N"
3152,"Knight Air","\N","Canada","N"
3153,"Knighthawk Express","\N","United States","N"
3154,"Knights Airlines","\N","Nigeria","N"
3155,"Koanda Avacion","\N","Spain","N"
3156,"Koda International","\N","Nigeria","N"
3157,"Kogalymavia Air Company","\N","Russia","Y"
3158,"Kom Activity","\N","Netherlands","N"
3159,"Komiaviatrans State Air Enterprise","\N","Russia","N"
3160,"Komiinteravia",NULL,"Russia","N"
3161,"Komsomolsk-on-Amur Air Enterprise","\N","Russia","N"
3162,"Koob-Corp - 96 KFT","\N","Hungary","N"
3163,"Korean Air","\N","Republic of Korea","Y"
3164,"Kosmas Air","\N","Serbia","N"
3165,"Kosmos","\N","Russia","Y"
3166,"Kosova Airlines","\N","Serbia","N"
3167,"Kovar Air","\N","Czech Republic","N"
3168,"Krasnojarsky Airlines","\N","Russia","Y"
3169,"Kremenchuk Flight College","\N","Ukraine","N"
3170,"Krimaviamontag","\N","Ukraine","N"
3171,"Kroonk Air Agency","\N","Ukraine","N"
3172,"Krylo Airlines","\N","Russia","N"
3173,"Krym","\N","Ukraine","N"
3174,"Krystel Air Charter","\N","United Kingdom","N"
3175,"Kuban Airlines","\N","Russia","Y"
3176,"Kunpeng Airlines","\N","China","N"
3177,"Kurzemes Avio","\N","Russia","N"
3178,"Kustbevakningen","\N","Sweden","N"
3179,"Kuwait Airways","\N","Kuwait","Y"
3180,"Kuzu Airlines Cargo","\N","Turkey","Y"
3181,"Kvadro Aero","\N","Kyrgyzstan","N"
3182,"Kwena Air","\N","South Africa","N"
3183,"Kyrgyz Airlines","\N","Kyrgyzstan","N"
3184,"Kyrgyz Trans Avia","\N","Kyrgyzstan","N"
3185,"Kyrgyzstan","\N","Kyrgyzstan","N"
3186,"Kyrgyzstan Airlines","\N","Kyrgyzstan","N"
3187,"Kyrgyzstan Department of Aviation","\N","Kyrgyzstan","N"
3188,"Kyrgz General Aviation","\N","Kyrgyzstan","N"
3189,"Kibris T","\N","Turkey","N"
3190,"L A Helicopter","\N","United States","N"
3191,"L J Aviation","\N","United States","N"
3192,"L R Airlines","\N","Czech Republic","N"
3193,"L&L Flygbildteknik","\N","Sweden","N"
3194,"L'Express","\N","United States","N"
3195,"L-3 Communications Flight Internation Aviation","\N","United States","N"
3196,"L.A.B. Flying Service","\N","United States","N"
3197,"LACSA","\N","Costa Rica","Y"
3198,"LADE - Lineas Aereas Del Estado","\N","Argentina","N"
3199,"LAI - Linea Aerea IAACA","\N","Venezuela","N"
3200,"LAN Airlines","\N","Chile","Y"
3201,"LAN Argentina","\N","Argentina","Y"
3202,"LAN Cargo","\N","Chile","N"
3203,"LAN Dominica","\N","Dominican Republic","N"
3204,"LAN Express","\N","Chile","Y"
3205,"LAN Peru","\N","Peru","Y"
3206,"LANSA","\N","Dominican Republic","N"
3207,"LAP Colombia - Lineas Aereas Petroleras","\N","LAP","N"
3208,"LASTP","\N","S","N"
3209,"LC Busre","\N","Peru","N"
3210,"LOT Polish Airlines","\N","Poland","Y"
3211,"LTE International Airways","\N","Spain","Y"
3212,"LTU Austria","\N","Austria","Y"
3213,"LTU International","\N","Germany","N"
3214,"LTV Jet Fleet Corporation","\N","United States","N"
3215,"LUKoil-Avia","\N","Russia","N"
3216,"La Ronge Aviation Services","\N","Canada","N"
3217,"La Valenciana Taxi Aereo","\N","Mexico","N"
3218,"Labcorp","\N","United States","N"
3219,"Labrador Airways","\N","Canada","N"
3220,"Lagun Air","\N","Spain","N"
3221,"Lake Havasu Air Service","\N","United States","N"
3222,"Lakeland Aviation","\N","United States","N"
3223,"Laker Airways","\N","United States","N"
3224,"Laker Airways (Bahamas)","\N","United States","N"
3225,"Lamra","\N","Sudan","N"
3226,"Lanaes Aereas Trans Costa Rica","\N","Costa Rica","N"
3227,"Landsflug","\N","Iceland","N"
3228,"Langtry Flying Group","\N","United Kingdom","N"
3229,"Lankair","\N","Sri Lanka","N"
3230,"Lanza Air","\N","Spain","N"
3231,"Lanzarote Aerocargo","\N","Spain","N"
3232,"Lao Air Company","\N","Lao Peoples Democratic Republic","N"
3233,"Lao Airlines","\N","Lao Peoples Democratic Republic","Y"
3234,"Lao Capricorn Air","\N","Lao Peoples Democratic Republic","N"
3235,"Laoag International Airlines","\N","Philippines","N"
3236,"Laredo Air","\N","United States","N"
3237,"LatCharter","\N","Latvia","Y"
3238,"Latvian Air Force","\N","Latvia","N"
3239,"Lauda Air","\N","Austria","Y"
3240,"Lauda Air Italy","\N","Italy","N"
3241,"Laughlin Express","\N","United States","N"
3242,"Laus","\N","Croatia","N"
3243,"Lawrence Aviation","\N","United States","N"
3244,"Layang-Layang Aerospace","\N","Malaysia","N"
3245,"Lease-a-Plane International","\N","United States","N"
3246,"Lebanese Air Transport","\N","Lebanon","N"
3247,"Lebanese Air Transport (Charter)","\N","Lebanon","N"
3248,"Lebanon Airport Development Corporation","\N","United States","N"
3250,"Leconte Airlines","\N","United States","N"
3251,"Leeward Islands Air Transport","\N","Antigua and Barbuda","Y"
3252,"Legend Airlines","\N","United States","N"
3253,"Leisure Air","\N","United States","N"
3254,"Lentini Aviation","\N","United States","N"
3255,"Leo-Air","\N","South Africa","N"
3256,"Leonsa De Aviacion","\N","Spain","N"
3257,"Libyan Airlines","\N","Libya","N"
3258,"Libyan Arab Airlines","\N","Libya","Y"
3259,"Libyan Arab Air Cargo","\N","Libya","N"
3260,"Lid Air","\N","Sweden","N"
3261,"Lignes Aeriennes Congolaises","\N","Democratic Republic of the Congo","N"
3262,"Lignes Aeriennes Du Tchad","\N","Chad","N"
3263,"Lignes Mauritaniennes Air Express","\N","Mauritania","N"
3264,"Lignes Nationales Aeriennes - Linacongo","\N","Republic of the Congo","N"
3265,"Lincoln Air National Guard","\N","United States","N"
3266,"Lincoln Airlines","\N","Australia","N"
3267,"Lindsay Aviation","\N","United States","N"
3268,"Linea Aerea Costa Norte","\N","Chile","N"
3269,"Linea Aerea Mexicana de Carga","\N","Mexico","N"
3270,"Linea Aerea SAPSA","\N","Chile","N"
3271,"Linea Aerea de Fumig Aguas Negras","\N","Chile","N"
3272,"Linea Aerea de Servicio Ejecutivo Regional","\N","Venezuela","N"
3273,"Linea De Aeroservicios","\N","Chile","N"
3274,"Linea Turistica Aerotuy","\N","Venezuela","N"
3275,"Lineas Aereas Alaire S.L.","\N","Spain","N"
3276,"Lineas Aereas Azteca","\N","Mexico","N"
3277,"Lineas Aereas Canedo LAC","\N","Bolivia","N"
3278,"Lineas Aereas Comerciales","\N","Mexico","N"
3279,"Lineas Aereas Ejectuivas De Durango","\N","Mexico","N"
3280,"Lineas Aereas Eldorado","\N","Colombia","N"
3281,"Lineas Aereas Federales","\N","Argentina","N"
3282,"Lineas Aereas Monarca","\N","Mexico","N"
3283,"Lineas Aereas San Jose","\N","Mexico","N"
3284,"Lineas Aereas del Humaya","\N","Mexico","N"
3285,"Linex","\N","Central African Republic","N"
3286,"Linhas Aereas Santomenses","\N","S","N"
3287,"Linhas A","\N","Mozambique","Y"
3288,"Link Airways of Australia","\N","Australia","N"
3289,"Lion Air Services","\N","United Kingdom","N"
3290,"Lion Mentari Airlines","\N","Indonesia","Y"
3291,"Lions-Air","\N","Switzerland","N"
3292,"Lithuanian Air Force","\N","Lithuania","N"
3293,"Little Red Air Service","\N","Canada","N"
3294,"Livingston","\N","Italy","N"
3295,"Lloyd Aereo Boliviano","\N","Bolivia","N"
3296,"Lnair Air Services","\N","Spain","N"
3297,"Lockheed Air Terminal","\N","United States","N"
3298,"Lockeed Aircraft Corporation","\N","United States","N"
3299,"Lockheed DUATS","\N","United States","N"
3300,"Lockheed Martin Aeronautics","\N","United States","N"
3301,"Lockheed Martin Aeronautics Company","\N","United States","N"
3302,"Logan Air","\N","United Kingdom","N"
3303,"Lom Praha Flying School","\N","Czech Republic","N"
3304,"Lomas Helicopters","\N","United Kingdom","N"
3305,"London City Airport Jet Centre","\N","United Kingdom","N"
3306,"London Executive Aviation","\N","United Kingdom","N"
3307,"London Flight Centre (Stansted)","\N","United Kingdom","N"
3308,"London Helicopter Centres","\N","United Kingdom","N"
3309,"Lone Star Airlines","\N","United States","N"
3310,"Long Island Airlines","\N","United States","N"
3311,"Longtail Aviation","\N","Bermuda","N"
3312,"Lorraine Aviation","\N","France","N"
3313,"Los Cedros Aviacion","\N","Chile","N"
3314,"Lotus Air","\N","Egypt","N"
3315,"Luchtvaartmaatschappij Twente","\N","Netherlands","N"
3316,"Lucky Air","\N","China","N"
3317,"Luft Carago","\N","South Africa","N"
3318,"Luftfahrt-Vermietungs-Dienst","\N","Austria","N"
3319,"Luftfahrtgesellschaft Walter","\N","Germany","Y"
3320,"Lufthansa","\N","Germany","Y"
3321,"Lufthansa Cargo","\N","Germany","Y"
3322,"Lufthansa CityLine","\N","Germany","Y"
3323,"Lufthansa Systems","\N","Germany","N"
3324,"Lufthansa Technik","\N","Germany","N"
3325,"Lufttaxi Fluggesellschaft",NULL,"Germany","N"
3326,"Lufttransport","\N","Norway","Y"
3327,"Luhansk","\N","Ukraine","N"
3328,"Lund University School of Aviation","\N","Sweden","N"
3329,"Luxair","\N","Luxembourg","Y"
3330,"Luxaviation","\N","Luxembourg","N"
3331,"Luxembourg Air Rescue","\N","Luxembourg","N"
3332,"Luxflight Executive","\N","Luxembourg","N"
3333,"Luxor Air","\N","Egypt","N"
3334,"Luzair","\N","Portugal","N"
3335,"Lviv Airlines","\N","Ukraine","N"
3336,"Lydd Air","\N","United Kingdom","N"
3337,"Lynch Flying Service","\N","United States","N"
3338,"Lynden Air Cargo","\N","United States","N"
3339,"Lynx Air International","\N","United States","N"
3340,"Lynx Aviation","\N","Pakistan","N"
3342,"L","\N","Argentina","Y"
3343,"L","\N","Colombia","N"
3344,"M & N Aviation","\N","United States","N"
3345,"MAC Fotografica","\N","Spain","N"
3346,"MANAG'AIR","\N","France","N"
3347,"MAP-Management and Planung","\N","Austria","N"
3348,"MAS Airways","\N","United Kingdom","N"
3349,"MasAir","\N","Mexico","Y"
3350,"MAT Macedonian Airlines","\N","Macedonia","Y"
3351,"MCC Aviation","\N","South Africa","N"
3352,"MG Aviacion","\N","Spain","N"
3353,"MIA Airlines","\N","Romania","N"
3354,"MIAT Mongolian Airlines","\N","Mongolia","Y"
3355,"MIT Airlines","\N","Canada","N"
3356,"MK Airline","\N","Ghana","N"
3357,"MNG Airlines","\N","Turkey","Y"
3358,"MSR Flug-Charter","\N","Germany","N"
3359,"MTC Aviacion","\N","Mexico","N"
3360,"Mac Aviation","\N","Spain","N"
3361,"Mac Dan Aviation Corporation","\N","United States","N"
3362,"MacKnight Airlines","\N","Australia","N"
3363,"Macair Airlines","\N","Australia","Y"
3364,"Macedonian Airlines","\N","Greece","N"
3365,"Madina Air","\N","Libya","N"
3366,"Maersk","\N","Denmark","Y"
3367,"Magic Blue Airlines","\N","Netherlands","N"
3368,"Magna Air","\N","Austria","N"
3369,"Mahalo Air","\N","United States","N"
3370,"Mahan Air","\N","Iran","Y"
3371,"Mahfooz Aviation","\N","Gambia","N"
3372,"Maine Aviation","\N","United States","N"
3373,"Majestic Airlines","\N","United States","N"
3374,"Mak Air","\N","Kazakhstan","N"
3375,"Malagasy Airlines","\N","Madagascar","N"
3376,"Malawi Express","\N","Malawi","N"
3377,"Malaya Aviatsia Dona","\N","Russia","N"
3378,"Malaysia Airlines","\N","Malaysia","Y"
3379,"Mali Air","\N","Austria","N"
3380,"Mali Air Express","\N","Mali","N"
3381,"Mali Airways","\N","Mali","N"
3382,"Malila Airlift","\N","Democratic Republic of the Congo","N"
3383,"Mall Airways","\N","United States","N"
3384,"Malmo Aviation","\N","Sweden","Y"
3385,"Malmoe Air Taxi","\N","Sweden","N"
3386,"Malmö Aviation","\N","Sweden","Y"
3387,"Malta Air Charter","\N","Malta","Y"
3388,"Malta Wings","\N","Malta","N"
3389,"Malév","\N","Hungary","Y"
3390,"Manaf International Airways","\N","Burundi","N"
3391,"Mandala Airlines","\N","Indonesia","Y"
3392,"Mandarin Airlines","\N","Taiwan","Y"
3393,"Mango","\N","South Africa","Y"
3394,"Manhattan Air","\N","United Kingdom","N"
3395,"Manitoulin Air Services","\N","Canada","N"
3396,"Mann Air","\N","United Kingdom","N"
3397,"Mannion Air Charter","\N","United States","N"
3398,"Mantrust Asahi Airways","\N","Indonesia","N"
3399,"Manx Airlines","\N","United Kingdom","N"
3400,"Maple Air Services","\N","Canada","N"
3401,"March Helicopters","\N","United Kingdom","N"
3402,"Marcopolo Airways","\N","Afghanistan","N"
3403,"Marghi Air","\N","Nigeria","N"
3404,"Markair","\N","United States","N"
3405,"Markoss Aviation","\N","United Kingdom","N"
3406,"Mars RK","\N","Ukraine","N"
3407,"Marshall Aerospace","\N","United Kingdom","N"
3408,"Marsland Aviation","\N","Sudan","N"
3409,"Martin Aviation Services","\N","United States","N"
3410,"Martin-Baker","\N","United Kingdom","N"
3411,"Martinair","\N","Netherlands","Y"
3412,"Martinaire","\N","United States","N"
3413,"Martyn Fiddler Associates","\N","United Kingdom","N"
3414,"Marvin Limited","\N","United Kingdom","N"
3415,"Maryland State Police","\N","United States","N"
3416,"Massachusetts Institute of Technology","\N","United States","N"
3417,"Massey University School of Aviation","\N","New Zealand","N"
3418,"Master Airways","\N","Serbia","N"
3419,"Master Planner","\N","United States","N"
3420,"Masterjet","\N","Portugal","N"
3421,"Mastertop Linhas Aereas","\N","Brazil","N"
3422,"Mauria","\N","Mauritania","N"
3423,"Mauritanienne Aerienne Et Navale","\N","Mauritania","N"
3424,"Mauritanienne Air Fret","\N","Mauritania","N"
3425,"Mauritanienne Airways","\N","Mauritania","N"
3426,"Mauritanienne De Transport Aerien","\N","Mauritania","N"
3427,"Maverick Airways","\N","United States","N"
3428,"Mavial Magadan Airlines","\N","Russia","N"
